asset_name,asset_type_name,model_number,serial_number,asset_tag,qr_code,item_value,item_value_currency_code,purchase_cost,purchase_cost_currency_code,purchase_type_name,purchase_order_number,other_purchase_details,supplier_data,salvage_value,warranty,warranty_condition_type_name,warranty_expiry_date,warranty_usage_name,warranty_usage_value,insurance_number,insurance_expiry_date,expected_life_time,expected_life_time_unit_name,depreciation_value,depreciation_method_name,depreciation_start_date,decline_rate,total_estimated_units,manufacturer,responsible_person_name,department_name,latitude,longitude,received_condition_id,asset_category_name,asset_sub_category_name,asset_tags
Asset 1166,Operating assets,HP-MODEL-01166,SN-0000001166,TAG-001166,,7244.96,USD,6540.19,EUR,Purchase,PO-2025-1490,Purchase details for Asset 1166,"{""name"":""Dell Direct"",""email"":""sales@dell.com"",""type"":""Company""}",841.09,4 years,Usage based,2028-12-29,Hours,24572,INS001166,2027-06-25,5,Hour,1280.77,Straightline,2025-08-12,10.16,98,Lenovo,ffd,Negombo test,6.7954,79.6829,2,Electronics,Desktops,"IT,Critical,Active"
Asset 1167,Intangible assets,CISCO-MODEL-01167,SN-0000001167,TAG-001167,,8283.38,USD,7181.36,LKR,Rent,PO-2025-2779,Purchase details for Asset 1167,"{""name"":""Tech Solutions Inc"",""email"":""contact@techsolutions.com"",""type"":""Company""}",1057.94,3 years,Combined,2028-10-18,Kilometers,33302,INS001167,2027-04-03,13,Month,555.8,Sum of the Years Digits,2024-03-17,16.48,20,Oracle,ffd,Negombo test,7.0707,79.8002,5,Network Equipment,Printers,"IT,Critical,Active"
Asset 1168,Intangible assets,APPLE-MODEL-01168,SN-0000001168,TAG-001168,,2979.76,LKR,2703.71,LKR,Purchase,PO-2025-3664,Purchase details for Asset 1168,"{""name"":""HP Enterprise"",""email"":""enterprise@hp.com"",""type"":""Company""}",411.74,5 years,Usage based,2028-12-25,Kilometers,16498,INS001168,2026-03-31,8,Hour,321.0,Sum of the Years Digits,2024-09-05,20.09,7,Lenovo,Chamod Randeni,Negombo test,7.2618,80.3625,3,Network Equipment,Laptops,"Software,Low Priority,Standby"
Asset 1169,Intangible assets,DELL-MODEL-01169,SN-0000001169,TAG-001169,,8340.94,EUR,7852.75,GBP,Hire,PO-2025-3701,Purchase details for Asset 1169,"{""name"":""Cisco Systems"",""email"":""sales@cisco.com"",""type"":""Company""}",894.95,1 years,Combined,2030-05-01,Days,20335,INS001169,2027-08-18,14,Year,531.86,Declining Balance,2025-03-20,16.18,56,SAP,ffd,Negombo test,7.1261,79.6069,4,Machinery,Laptops,"Software,Low Priority,Standby"
Asset 1170,Operating assets,APPLE-MODEL-01170,SN-0000001170,TAG-001170,,4747.2,USD,4441.61,GBP,Lease,PO-2025-5055,Purchase details for Asset 1170,"{""name"":""Microsoft Corp"",""email"":""business@microsoft.com"",""type"":""Company""}",498.77,4 years,Time based,2029-10-17,Days,48599,INS001170,2028-05-24,14,Month,303.46,Sum of the Years Digits,2024-06-04,24.93,11,Dell Inc.,ffd,Negombo test,7.0927,79.7535,4,Tools,Monitors,"Hardware,Standard,Reserve"
Asset 1171,Intangible assets,DELL-MODEL-01171,SN-0000001171,TAG-001171,,4484.27,LKR,3914.51,LKR,Rent,PO-2025-6162,Purchase details for Asset 1171,"{""name"":""HP Enterprise"",""email"":""enterprise@hp.com"",""type"":""Company""}",480.01,4 years,Combined,2030-02-17,Days,39070,INS001171,2026-03-21,8,Year,500.53,Declining Balance,2025-01-09,25.4,83,Microsoft,Chamod Randeni,Negombo test,7.2596,79.7914,1,Software,Printers,"IT,Critical,Active"
Asset 1172,Tangible assets,HP-MODEL-01172,SN-0000001172,TAG-001172,,6899.79,GBP,6054.8,USD,Rent,PO-2025-6130,Purchase details for Asset 1172,"{""name"":""Apple Business"",""email"":""business@apple.com"",""type"":""Company""}",773.19,3 years,Time based,2028-04-22,Kilometers,14138,INS001172,2028-01-11,4,Day,1531.65,Straightline,2024-02-19,21.63,86,Apple Inc.,Chamod Randeni,Negombo test,7.0635,79.9416,5,Software,Routers,"Hardware,Standard,Reserve"
Asset 1173,Intangible assets,HP-MODEL-01173,SN-0000001173,TAG-001173,,1956.16,USD,1779.92,EUR,Hire,PO-2025-1248,Purchase details for Asset 1173,"{""name"":""Apple Business"",""email"":""business@apple.com"",""type"":""Company""}",235.68,1 years,Combined,2028-12-08,Hours,16624,INS001173,2026-08-25,15,Hour,114.7,Sum of the Years Digits,2025-01-10,35.87,17,Lenovo,ffd,Negombo test,7.4732,80.4502,2,IT Equipment,Routers,"Software,Low Priority,Standby"
Asset 1174,Tangible assets,LEN-MODEL-01174,SN-0000001174,TAG-001174,,8977.02,GBP,7990.07,GBP,Hire,PO-2025-4919,Purchase details for Asset 1174,"{""name"":""Microsoft Corp"",""email"":""business@microsoft.com"",""type"":""Company""}",951.47,3 years,Combined,2028-10-29,Days,18699,INS001174,2027-03-06,12,Hour,668.8,Straightline,2024-11-12,34.09,49,Apple Inc.,ffd,Negombo test,6.543,80.0969,3,Machinery,Servers,"Network,High Priority,Maintenance"
Asset 1175,Intangible assets,HP-MODEL-01175,SN-0000001175,TAG-001175,,2830.55,LKR,2412.35,USD,Rent,PO-2025-3138,Purchase details for Asset 1175,"{""name"":""Microsoft Corp"",""email"":""business@microsoft.com"",""type"":""Company""}",321.61,1 years,Usage based,2027-09-27,Kilometers,13097,INS001175,2026-11-17,3,Hour,836.31,Straightline,2024-10-27,33.04,98,HP Inc.,Chamod Randeni,Negombo test,6.8348,80.401,4,Furniture,Routers,"Network,High Priority,Maintenance"
Asset 1176,Tangible assets,DELL-MODEL-01176,SN-0000001176,TAG-001176,,1354.41,USD,1186.19,EUR,Lease,PO-2025-1039,Purchase details for Asset 1176,"{""name"":""Tech Solutions Inc"",""email"":""contact@techsolutions.com"",""type"":""Company""}",199.81,5 years,Combined,2030-04-16,Hours,32412,INS001176,2028-10-25,13,Month,88.82,Sum of the Years Digits,2024-04-25,11.95,9,Apple Inc.,Chamod Randeni,Negombo test,7.0766,80.337,2,Network Equipment,Printers,"Network,High Priority,Maintenance"
Asset 1177,Intangible assets,DELL-MODEL-01177,SN-0000001177,TAG-001177,,4958.52,LKR,4457.41,GBP,Rent,PO-2025-3159,Purchase details for Asset 1177,"{""name"":""Lenovo Enterprise"",""email"":""business@lenovo.com"",""type"":""Company""}",514.22,1 years,Usage based,2030-07-06,Kilometers,37975,INS001177,2027-07-30,8,Hour,555.54,Straightline,2025-04-11,33.17,81,Oracle,ffd,Negombo test,6.5593,80.3124,3,Tools,Servers,"Hardware,Standard,Reserve"
Asset 1178,Tangible assets,LEN-MODEL-01178,SN-0000001178,TAG-001178,,7668.94,GBP,7121.55,EUR,Hire,PO-2025-2445,Purchase details for Asset 1178,"{""name"":""Tech Solutions Inc"",""email"":""contact@techsolutions.com"",""type"":""Company""}",955.41,3 years,Usage based,2029-01-19,Days,36368,INS001178,2026-01-27,9,Year,745.95,Units of Production,2025-04-17,16.29,8,Microsoft,Chamod Randeni,Negombo test,7.3437,80.0531,4,Machinery,Laptops,"Network,High Priority,Maintenance"
Asset 1179,Tangible assets,HP-MODEL-01179,SN-0000001179,TAG-001179,,637.71,EUR,584.4,LKR,Rent,PO-2025-5477,Purchase details for Asset 1179,"{""name"":""Microsoft Corp"",""email"":""business@microsoft.com"",""type"":""Company""}",88.25,3 years,Usage based,2030-11-27,Hours,10302,INS001179,2026-10-13,3,Year,183.15,Units of Production,2024-09-28,23.38,69,Lenovo,Chamod Randeni,Negombo test,7.259,80.3073,5,Network Equipment,Desktops,"Software,Low Priority,Standby"
Asset 1180,Operating assets,LEN-MODEL-01180,SN-0000001180,TAG-001180,,6092.63,USD,5199.39,LKR,Purchase,PO-2025-9057,Purchase details for Asset 1180,"{""name"":""Microsoft Corp"",""email"":""business@microsoft.com"",""type"":""Company""}",882.49,4 years,Usage based,2028-04-11,Cycles,31662,INS001180,2028-08-07,7,Year,744.31,Sum of the Years Digits,2025-06-25,34.51,44,Samsung,ffd,Negombo test,7.3741,80.1698,1,Furniture,Printers,"IT,Critical,Active"
Asset 1181,Operating assets,LEN-MODEL-01181,SN-0000001181,TAG-001181,,1318.18,USD,1238.59,GBP,Hire,PO-2025-8652,Purchase details for Asset 1181,"{""name"":""Microsoft Corp"",""email"":""business@microsoft.com"",""type"":""Company""}",188.56,4 years,Usage based,2029-08-21,Kilometers,26276,INS001181,2027-03-26,5,Year,225.92,Declining Balance,2025-08-30,18.85,41,Cisco Systems,Chamod Randeni,Negombo test,6.6118,79.5129,1,Software,Monitors,"IT,Critical,Active"
Asset 1182,Operating assets,LEN-MODEL-01182,SN-0000001182,TAG-001182,,4471.94,EUR,3911.83,LKR,Purchase,PO-2025-8794,Purchase details for Asset 1182,"{""name"":""Lenovo Enterprise"",""email"":""business@lenovo.com"",""type"":""Company""}",521.72,5 years,Combined,2029-05-17,Days,13065,INS001182,2026-08-05,12,Month,329.18,Units of Production,2025-03-26,11.15,89,Oracle,Chamod Randeni,Negombo test,7.4112,79.8396,1,Machinery,Tablets,"Network,High Priority,Maintenance"
Asset 1183,Tangible assets,HP-MODEL-01183,SN-0000001183,TAG-001183,,8695.28,GBP,8173.36,GBP,Hire,PO-2025-2414,Purchase details for Asset 1183,"{""name"":""Lenovo Enterprise"",""email"":""business@lenovo.com"",""type"":""Company""}",878.5,4 years,Usage based,2029-09-30,Kilometers,25703,INS001183,2028-11-18,7,Month,1116.68,Units of Production,2025-07-30,32.01,27,Dell Inc.,ffd,Negombo test,7.3623,80.1309,4,IT Equipment,Desktops,"Software,Low Priority,Standby"
Asset 1184,Intangible assets,HP-MODEL-01184,SN-0000001184,TAG-001184,,820.13,GBP,704.24,LKR,Rent,PO-2025-4864,Purchase details for Asset 1184,"{""name"":""HP Enterprise"",""email"":""enterprise@hp.com"",""type"":""Company""}",93.4,1 years,Combined,2030-12-25,Cycles,9616,INS001184,2027-01-20,11,Year,66.07,Units of Production,2025-01-01,34.8,11,Samsung,Chamod Randeni,Negombo test,6.5956,80.0942,3,Tools,Desktops,"Software,Low Priority,Standby"
Asset 1185,Intangible assets,LEN-MODEL-01185,SN-0000001185,TAG-001185,,5531.44,USD,4996.18,EUR,Lease,PO-2025-6177,Purchase details for Asset 1185,"{""name"":""Dell Direct"",""email"":""sales@dell.com"",""type"":""Company""}",727.57,1 years,Combined,2027-08-31,Cycles,47645,INS001185,2026-07-18,11,Month,436.72,Straightline,2025-12-19,28.21,16,Microsoft,ffd,Negombo test,6.6375,79.8101,3,Tools,Desktops,"Network,High Priority,Maintenance"
Asset 1186,Operating assets,HP-MODEL-01186,SN-0000001186,TAG-001186,,1554.29,LKR,1419.4,EUR,Hire,PO-2025-1566,Purchase details for Asset 1186,"{""name"":""Dell Direct"",""email"":""sales@dell.com"",""type"":""Company""}",195.89,5 years,Usage based,2029-07-04,Kilometers,6161,INS001186,2028-10-04,7,Day,194.06,Declining Balance,2024-06-28,39.96,33,Samsung,ffd,Negombo test,7.2228,79.7893,4,Machinery,Tablets,"IT,Critical,Active"
Asset 1187,Operating assets,DELL-MODEL-01187,SN-0000001187,TAG-001187,,4621.79,GBP,3978.1,LKR,Hire,PO-2025-7817,Purchase details for Asset 1187,"{""name"":""Apple Business"",""email"":""business@apple.com"",""type"":""Company""}",485.46,2 years,Usage based,2027-03-27,Days,26743,INS001187,2026-10-03,15,Day,275.76,Declining Balance,2024-03-16,18.44,5,Cisco Systems,Chamod Randeni,Negombo test,7.0422,79.8337,4,Tools,Monitors,"Software,Low Priority,Standby"
Asset 1188,Intangible assets,LEN-MODEL-01188,SN-0000001188,TAG-001188,,6529.4,GBP,5803.79,EUR,Rent,PO-2025-7437,Purchase details for Asset 1188,"{""name"":""Tech Solutions Inc"",""email"":""contact@techsolutions.com"",""type"":""Company""}",911.82,4 years,Time based,2029-12-17,Days,1787,INS001188,2028-12-23,12,Day,468.13,Straightline,2024-09-13,33.76,14,Oracle,Chamod Randeni,Negombo test,6.7368,80.4441,5,Network Equipment,Printers,"Hardware,Standard,Reserve"
Asset 1189,Intangible assets,DELL-MODEL-01189,SN-0000001189,TAG-001189,,5336.58,USD,4545.17,USD,Lease,PO-2025-4435,Purchase details for Asset 1189,"{""name"":""Microsoft Corp"",""email"":""business@microsoft.com"",""type"":""Company""}",739.51,1 years,Combined,2030-10-27,Hours,13341,INS001189,2026-01-07,7,Month,656.72,Declining Balance,2024-11-30,10.54,54,Dell Inc.,ffd,Negombo test,7.1466,79.8301,2,Machinery,Laptops,"Network,High Priority,Maintenance"
Asset 1190,Tangible assets,CISCO-MODEL-01190,SN-0000001190,TAG-001190,,6116.02,USD,5741.55,LKR,Purchase,PO-2025-7169,Purchase details for Asset 1190,"{""name"":""Cisco Systems"",""email"":""sales@cisco.com"",""type"":""Company""}",896.89,3 years,Combined,2030-01-06,Days,18718,INS001190,2027-02-20,13,Hour,401.47,Units of Production,2025-04-22,14.73,51,IBM,Chamod Randeni,Negombo test,7.2372,80.2193,4,Tools,Laptops,"IT,Critical,Active"
Asset 1191,Operating assets,DELL-MODEL-01191,SN-0000001191,TAG-001191,,8079.77,USD,7308.3,LKR,Lease,PO-2025-8934,Purchase details for Asset 1191,"{""name"":""Cisco Systems"",""email"":""sales@cisco.com"",""type"":""Company""}",1054.19,1 years,Usage based,2029-06-06,Kilometers,39956,INS001191,2028-08-06,5,Hour,1405.12,Straightline,2025-03-02,31.84,68,Oracle,ffd,Negombo test,6.5473,79.7363,5,Furniture,Printers,"Network,High Priority,Maintenance"
Asset 1192,Tangible assets,HP-MODEL-01192,SN-0000001192,TAG-001192,,9828.02,LKR,8599.61,EUR,Hire,PO-2025-7422,Purchase details for Asset 1192,"{""name"":""HP Enterprise"",""email"":""enterprise@hp.com"",""type"":""Company""}",1329.12,4 years,Time based,2027-08-13,Kilometers,5800,INS001192,2026-02-25,3,Day,2832.97,Units of Production,2024-04-26,27.06,55,Oracle,ffd,Negombo test,6.5282,79.7763,5,Software,Monitors,"Network,High Priority,Maintenance"
Asset 1193,Operating assets,CISCO-MODEL-01193,SN-0000001193,TAG-001193,,5195.23,LKR,4885.31,EUR,Purchase,PO-2025-1365,Purchase details for Asset 1193,"{""name"":""Lenovo Enterprise"",""email"":""business@lenovo.com"",""type"":""Company""}",540.33,1 years,Usage based,2030-06-14,Hours,49825,INS001193,2028-05-18,14,Month,332.49,Straightline,2025-01-15,26.59,61,Oracle,ffd,Negombo test,6.6478,79.863,1,Furniture,Desktops,"Network,High Priority,Maintenance"
Asset 1194,Intangible assets,LEN-MODEL-01194,SN-0000001194,TAG-001194,,2425.83,LKR,2114.53,GBP,Rent,PO-2025-1991,Purchase details for Asset 1194,"{""name"":""Microsoft Corp"",""email"":""business@microsoft.com"",""type"":""Company""}",275.28,2 years,Usage based,2028-04-13,Hours,27406,INS001194,2027-06-04,10,Year,215.06,Straightline,2025-02-07,10.77,56,Apple Inc.,Chamod Randeni,Negombo test,7.2933,79.9067,2,IT Equipment,Routers,"Network,High Priority,Maintenance"
Asset 1195,Intangible assets,DELL-MODEL-01195,SN-0000001195,TAG-001195,,3057.52,USD,2697.14,LKR,Purchase,PO-2025-2861,Purchase details for Asset 1195,"{""name"":""Apple Business"",""email"":""business@apple.com"",""type"":""Company""}",419.16,2 years,Combined,2029-06-16,Days,9333,INS001195,2028-01-06,11,Day,239.85,Sum of the Years Digits,2025-06-09,38.06,89,Dell Inc.,ffd,Negombo test,6.6494,80.4798,2,Tools,Laptops,"Software,Low Priority,Standby"
Asset 1196,Operating assets,DELL-MODEL-01196,SN-0000001196,TAG-001196,,9924.27,USD,9269.26,USD,Purchase,PO-2025-1488,Purchase details for Asset 1196,"{""name"":""Apple Business"",""email"":""business@apple.com"",""type"":""Company""}",1074.16,1 years,Usage based,2029-12-13,Kilometers,32180,INS001196,2026-02-08,4,Hour,2212.53,Straightline,2025-02-14,30.77,21,Samsung,ffd,Negombo test,6.6259,79.9935,1,Network Equipment,Routers,"Network,High Priority,Maintenance"
Asset 1197,Intangible assets,CISCO-MODEL-01197,SN-0000001197,TAG-001197,,7518.0,EUR,7055.57,GBP,Rent,PO-2025-1134,Purchase details for Asset 1197,"{""name"":""Cisco Systems"",""email"":""sales@cisco.com"",""type"":""Company""}",935.06,5 years,Usage based,2028-04-15,Hours,31504,INS001197,2027-01-29,8,Day,822.87,Declining Balance,2024-04-21,12.14,25,Cisco Systems,ffd,Negombo test,6.5329,79.9734,2,Software,Tablets,"Hardware,Standard,Reserve"
Asset 1198,Intangible assets,HP-MODEL-01198,SN-0000001198,TAG-001198,,6698.25,EUR,6196.27,GBP,Lease,PO-2025-6538,Purchase details for Asset 1198,"{""name"":""Tech Solutions Inc"",""email"":""contact@techsolutions.com"",""type"":""Company""}",905.99,1 years,Time based,2028-06-23,Days,11144,INS001198,2026-04-16,8,Month,724.03,Declining Balance,2024-12-31,12.5,72,Microsoft,Chamod Randeni,Negombo test,6.9489,80.1853,4,Tools,Servers,"Hardware,Standard,Reserve"
Asset 1199,Tangible assets,CISCO-MODEL-01199,SN-0000001199,TAG-001199,,5802.16,LKR,5461.61,LKR,Lease,PO-2025-9112,Purchase details for Asset 1199,"{""name"":""Lenovo Enterprise"",""email"":""business@lenovo.com"",""type"":""Company""}",781.03,1 years,Combined,2028-05-29,Kilometers,12077,INS001199,2027-02-19,9,Year,557.9,Sum of the Years Digits,2024-12-31,31.56,22,HP Inc.,ffd,Negombo test,7.3466,79.925,3,Tools,Tablets,"IT,Critical,Active"
Asset 1200,Intangible assets,CISCO-MODEL-01200,SN-0000001200,TAG-001200,,8917.48,EUR,8316.74,USD,Purchase,PO-2025-3811,Purchase details for Asset 1200,"{""name"":""HP Enterprise"",""email"":""enterprise@hp.com"",""type"":""Company""}",1126.32,2 years,Usage based,2027-05-04,Cycles,14856,INS001200,2026-10-20,13,Day,599.32,Straightline,2025-09-02,30.83,13,Samsung,ffd,Negombo test,6.7837,79.8429,1,Network Equipment,Laptops,"IT,Critical,Active"
Asset 1201,Tangible assets,APPLE-MODEL-01201,SN-0000001201,TAG-001201,,7385.57,USD,7011.28,GBP,Rent,PO-2025-1517,Purchase details for Asset 1201,"{""name"":""Apple Business"",""email"":""business@apple.com"",""type"":""Company""}",1095.67,2 years,Usage based,2029-01-21,Hours,14716,INS001201,2028-09-15,6,Month,1048.32,Units of Production,2024-04-15,14.17,5,SAP,ffd,Negombo test,7.0397,79.8429,2,Furniture,Routers,"Network,High Priority,Maintenance"
Asset 1202,Operating assets,APPLE-MODEL-01202,SN-0000001202,TAG-001202,,8549.72,USD,7949.6,EUR,Rent,PO-2025-8633,Purchase details for Asset 1202,"{""name"":""Cisco Systems"",""email"":""sales@cisco.com"",""type"":""Company""}",947.96,2 years,Combined,2028-10-26,Kilometers,46726,INS001202,2026-08-12,12,Month,633.48,Units of Production,2024-02-21,27.57,80,Lenovo,ffd,Negombo test,7.3947,80.1066,2,Machinery,Desktops,"Network,High Priority,Maintenance"
Asset 1203,Intangible assets,APPLE-MODEL-01203,SN-0000001203,TAG-001203,,8435.44,EUR,7233.61,EUR,Rent,PO-2025-5996,Purchase details for Asset 1203,"{""name"":""Microsoft Corp"",""email"":""business@microsoft.com"",""type"":""Company""}",910.32,1 years,Combined,2028-12-01,Hours,37215,INS001203,2028-03-26,8,Month,940.64,Units of Production,2025-04-25,13.56,64,Lenovo,ffd,Negombo test,6.5038,80.4747,3,Electronics,Printers,"Network,High Priority,Maintenance"
Asset 1204,Tangible assets,APPLE-MODEL-01204,SN-0000001204,TAG-001204,,9325.55,EUR,8312.57,GBP,Hire,PO-2025-2770,Purchase details for Asset 1204,"{""name"":""Apple Business"",""email"":""business@apple.com"",""type"":""Company""}",1219.06,2 years,Usage based,2028-09-11,Hours,19832,INS001204,2027-07-08,13,Day,623.58,Units of Production,2025-04-01,26.37,5,IBM,Chamod Randeni,Negombo test,6.9878,80.366,4,Software,Printers,"Hardware,Standard,Reserve"
Asset 1205,Tangible assets,HP-MODEL-01205,SN-0000001205,TAG-001205,,2963.48,EUR,2532.53,EUR,Hire,PO-2025-3160,Purchase details for Asset 1205,"{""name"":""Lenovo Enterprise"",""email"":""business@lenovo.com"",""type"":""Company""}",388.9,1 years,Time based,2030-03-08,Kilometers,17054,INS001205,2027-06-09,11,Month,234.05,Straightline,2024-06-10,37.12,27,HP Inc.,ffd,Negombo test,7.3385,79.734,3,Furniture,Monitors,"Software,Low Priority,Standby"
Asset 1206,Tangible assets,CISCO-MODEL-01206,SN-0000001206,TAG-001206,,726.6,USD,625.03,GBP,Hire,PO-2025-2757,Purchase details for Asset 1206,"{""name"":""Apple Business"",""email"":""business@apple.com"",""type"":""Company""}",98.37,2 years,Combined,2028-08-03,Hours,46604,INS001206,2027-05-18,13,Year,48.33,Straightline,2025-03-24,12.44,9,Dell Inc.,Chamod Randeni,Negombo test,6.8165,79.7182,5,Tools,Monitors,"IT,Critical,Active"
Asset 1207,Operating assets,CISCO-MODEL-01207,SN-0000001207,TAG-001207,,9267.11,USD,8601.77,EUR,Lease,PO-2025-8449,Purchase details for Asset 1207,"{""name"":""Dell Direct"",""email"":""sales@dell.com"",""type"":""Company""}",1141.0,4 years,Usage based,2029-04-10,Hours,11811,INS001207,2027-08-14,8,Hour,1015.76,Declining Balance,2025-10-03,27.22,74,Microsoft,Chamod Randeni,Negombo test,7.2135,80.3367,2,IT Equipment,Monitors,"IT,Critical,Active"
Asset 1208,Intangible assets,HP-MODEL-01208,SN-0000001208,TAG-001208,,2689.69,EUR,2489.34,LKR,Rent,PO-2025-5537,Purchase details for Asset 1208,"{""name"":""Apple Business"",""email"":""business@apple.com"",""type"":""Company""}",326.37,3 years,Combined,2028-04-06,Days,32285,INS001208,2027-10-04,13,Month,181.79,Declining Balance,2025-07-30,12.29,65,Lenovo,Chamod Randeni,Negombo test,7.2998,80.3424,1,Tools,Routers,"IT,Critical,Active"
Asset 1209,Operating assets,DELL-MODEL-01209,SN-0000001209,TAG-001209,,8847.05,LKR,7594.5,LKR,Rent,PO-2025-6576,Purchase details for Asset 1209,"{""name"":""Cisco Systems"",""email"":""sales@cisco.com"",""type"":""Company""}",1284.25,2 years,Time based,2028-09-10,Hours,46512,INS001209,2026-01-18,8,Hour,945.35,Sum of the Years Digits,2025-03-19,34.15,30,Apple Inc.,ffd,Negombo test,7.2875,80.2143,3,Network Equipment,Tablets,"Network,High Priority,Maintenance"
Asset 1210,Tangible assets,DELL-MODEL-01210,SN-0000001210,TAG-001210,,5782.16,EUR,5135.03,GBP,Rent,PO-2025-7138,Purchase details for Asset 1210,"{""name"":""Lenovo Enterprise"",""email"":""business@lenovo.com"",""type"":""Company""}",862.63,5 years,Combined,2029-07-19,Hours,6061,INS001210,2027-01-07,15,Day,327.97,Units of Production,2025-04-28,12.56,78,Cisco Systems,Chamod Randeni,Negombo test,7.3566,80.1924,3,Software,Laptops,"Software,Low Priority,Standby"
Asset 1211,Intangible assets,HP-MODEL-01211,SN-0000001211,TAG-001211,,4879.91,USD,4216.65,GBP,Purchase,PO-2025-5130,Purchase details for Asset 1211,"{""name"":""Apple Business"",""email"":""business@apple.com"",""type"":""Company""}",493.68,2 years,Usage based,2029-02-18,Kilometers,4821,INS001211,2027-12-19,14,Month,313.3,Declining Balance,2024-11-03,19.49,67,Cisco Systems,ffd,Negombo test,7.2007,80.1259,5,Software,Monitors,"IT,Critical,Active"
