item_name,item_description,category_name,item_category_type_name,type_name,unit_of_measure_name,purchase_price,purchase_price_currency_code,selling_price,selling_price_currency_code,max_inventory_level,min_inventory_level,re_order_level,low_stock_alert,over_stock_alert
Item 1433,Description for Item 1433,Consumables,Spare Parts,Digital,Piece,569.16,GBP,686.12,USD,535,88,117,False,False
Item 1434,Description for Item 1434,Laboratory Equipment,Consumables,Digital,Meter,433.32,USD,912.88,GBP,1327,180,1085,False,True
Item 1435,Description for Item 1435,Safety Equipment,Consumables,Non-Perishable,Liter,949.09,USD,1808.22,EUR,1522,88,1002,False,False
Item 1436,Description for Item 1436,IT Equipment,Consumables,Non-Perishable,Kilogram,715.94,EUR,1749.84,GBP,875,99,383,False,True
Item 1437,Description for Item 1437,Laboratory Equipment,Spare Parts,Digital,Meter,226.83,GBP,324.33,GBP,1906,176,1412,True,True
Item 1438,Description for Item 1438,Furniture,Consumables,Perishable,Liter,54.12,USD,119.63,GBP,1136,160,774,True,True
Item 1439,Description for Item 1439,Office Supplies,Consumables,Perishable,Meter,596.32,GBP,801.0,EUR,512,67,252,False,True
Item 1440,Description for Item 1440,Laboratory Equipment,Consumables,Non-Perishable,Liter,829.75,USD,1791.8,LKR,934,84,746,False,True
Item 1441,Description for Item 1441,Office Supplies,Consumables,Non-Perishable,Piece,436.33,LKR,646.59,GBP,1357,70,643,True,False
Item 1442,Description for Item 1442,Safety Equipment,Consumables,Perishable,Kilogram,497.88,EUR,622.15,EUR,1532,192,873,True,False
Item 1443,Description for Item 1443,Manufacturing Parts,Consumables,Digital,Meter,392.19,EUR,725.5,EUR,731,88,444,True,True
Item 1444,Description for Item 1444,Tools,Consumables,Digital,Kilogram,166.53,USD,258.35,GBP,503,188,237,True,False
Item 1445,Description for Item 1445,IT Equipment,Spare Parts,Digital,Kilogram,196.67,GBP,282.26,LKR,1102,137,751,True,False
Item 1446,Description for Item 1446,IT Equipment,Spare Parts,Perishable,Kilogram,918.1,USD,2272.61,LKR,1121,114,662,True,False
Item 1447,Description for Item 1447,Office Supplies,Consumables,Digital,Meter,580.2,GBP,958.36,LKR,1981,125,180,True,False
Item 1448,Description for Item 1448,Furniture,Consumables,Non-Perishable,Piece,604.51,GBP,1049.33,LKR,1979,75,92,False,False
Item 1449,Description for Item 1449,Office Supplies,Consumables,Non-Perishable,Piece,548.88,USD,994.75,EUR,1560,105,1315,True,True
Item 1450,Description for Item 1450,IT Equipment,Spare Parts,Digital,Meter,17.53,USD,27.48,LKR,1051,186,439,False,False
Item 1451,Description for Item 1451,Furniture,Consumables,Perishable,Liter,699.52,EUR,1531.23,LKR,1759,197,913,False,True
Item 1452,Description for Item 1452,Tools,Spare Parts,Digital,Liter,98.53,USD,131.36,GBP,1074,88,858,False,True
Item 1453,Description for Item 1453,Medical Supplies,Consumables,Perishable,Meter,162.68,GBP,368.8,EUR,1436,171,250,False,False
Item 1454,Description for Item 1454,Electronics,Spare Parts,Digital,Liter,496.22,USD,885.83,EUR,966,91,789,False,True
Item 1455,Description for Item 1455,Office Supplies,Spare Parts,Digital,Kilogram,742.2,GBP,1037.52,GBP,1779,52,903,False,True
Item 1456,Description for Item 1456,Medical Supplies,Spare Parts,Non-Perishable,Meter,439.27,EUR,816.95,USD,706,150,236,True,True
Item 1457,Description for Item 1457,Safety Equipment,Consumables,Perishable,Meter,267.71,LKR,437.41,LKR,640,187,402,False,True
Item 1458,Description for Item 1458,Medical Supplies,Consumables,Non-Perishable,Meter,386.69,GBP,761.06,EUR,1182,106,589,True,True
Item 1459,Description for Item 1459,Furniture,Consumables,Digital,Meter,684.99,GBP,851.55,EUR,1936,198,1373,False,False
Item 1460,Description for Item 1460,Electronics,Spare Parts,Non-Perishable,Liter,119.93,GBP,190.13,USD,1309,57,306,True,True
Item 1461,Description for Item 1461,IT Equipment,Spare Parts,Perishable,Liter,805.55,EUR,1204.54,LKR,1602,99,370,False,True
Item 1462,Description for Item 1462,Electronics,Consumables,Digital,Liter,902.12,GBP,1883.67,USD,1600,131,1331,False,False
Item 1463,Description for Item 1463,Safety Equipment,Spare Parts,Digital,Piece,633.16,LKR,1184.04,LKR,1631,198,1168,False,True
Item 1464,Description for Item 1464,Tools,Spare Parts,Perishable,Meter,686.17,EUR,1268.85,USD,1116,97,645,False,True
Item 1465,Description for Item 1465,Office Supplies,Consumables,Non-Perishable,Piece,298.27,EUR,507.87,LKR,1524,56,198,True,False
Item 1466,Description for Item 1466,Manufacturing Parts,Consumables,Digital,Kilogram,837.2,LKR,2016.47,EUR,1995,172,1886,True,False
Item 1467,Description for Item 1467,Consumables,Spare Parts,Non-Perishable,Liter,883.37,EUR,1583.19,USD,1494,158,892,False,True
Item 1468,Description for Item 1468,Electronics,Spare Parts,Non-Perishable,Kilogram,487.42,GBP,1073.66,LKR,523,86,336,True,True
Item 1469,Description for Item 1469,Manufacturing Parts,Spare Parts,Digital,Piece,732.02,LKR,1792.15,GBP,645,196,474,True,True
Item 1470,Description for Item 1470,Tools,Spare Parts,Digital,Liter,497.07,GBP,1188.47,LKR,752,172,522,False,False
Item 1471,Description for Item 1471,Manufacturing Parts,Consumables,Perishable,Liter,853.71,LKR,1909.26,USD,1480,108,608,True,False
Item 1472,Description for Item 1472,Medical Supplies,Spare Parts,Perishable,Kilogram,164.32,LKR,226.61,EUR,1187,54,313,False,True
Item 1473,Description for Item 1473,Consumables,Consumables,Digital,Piece,735.02,EUR,1412.58,LKR,1422,200,774,True,False
Item 1474,Description for Item 1474,Medical Supplies,Consumables,Non-Perishable,Piece,228.52,EUR,456.5,USD,1437,78,1121,True,True
Item 1475,Description for Item 1475,Electronics,Consumables,Perishable,Piece,165.08,LKR,401.28,USD,1583,197,364,False,True
Item 1476,Description for Item 1476,Consumables,Consumables,Non-Perishable,Kilogram,349.07,GBP,812.38,LKR,696,124,128,True,True
Item 1477,Description for Item 1477,Office Supplies,Consumables,Perishable,Piece,701.65,LKR,1574.71,USD,1723,172,365,False,False
Item 1478,Description for Item 1478,Electronics,Spare Parts,Digital,Kilogram,241.85,EUR,521.72,LKR,1416,128,328,True,True
Item 1479,Description for Item 1479,Medical Supplies,Consumables,Perishable,Liter,641.56,LKR,1557.07,USD,1399,58,597,True,False
Item 1480,Description for Item 1480,Consumables,Spare Parts,Perishable,Piece,319.83,USD,682.5,EUR,1823,79,409,False,True
Item 1481,Description for Item 1481,Laboratory Equipment,Consumables,Perishable,Piece,273.03,GBP,625.21,LKR,522,63,264,False,False
Item 1482,Description for Item 1482,Tools,Consumables,Perishable,Piece,60.27,GBP,75.81,EUR,1586,70,690,True,True
Item 1483,Description for Item 1483,Laboratory Equipment,Consumables,Non-Perishable,Meter,834.54,GBP,1483.01,GBP,861,96,248,True,True
Item 1484,Description for Item 1484,Tools,Spare Parts,Non-Perishable,Liter,631.96,EUR,1289.69,GBP,1384,155,437,True,False
Item 1485,Description for Item 1485,Electronics,Consumables,Perishable,Kilogram,709.39,USD,1714.84,EUR,1207,110,495,True,False
Item 1486,Description for Item 1486,Laboratory Equipment,Spare Parts,Non-Perishable,Meter,400.34,EUR,518.53,LKR,1257,194,1119,True,True
Item 1487,Description for Item 1487,Office Supplies,Consumables,Digital,Piece,247.69,LKR,544.5,GBP,1198,94,1058,False,True
Item 1488,Description for Item 1488,Medical Supplies,Spare Parts,Perishable,Meter,139.79,LKR,238.94,GBP,1850,91,1498,False,False
Item 1489,Description for Item 1489,Consumables,Consumables,Non-Perishable,Kilogram,10.28,USD,21.72,EUR,1759,144,1469,False,True
Item 1490,Description for Item 1490,Furniture,Consumables,Perishable,Piece,264.19,GBP,403.87,EUR,1632,57,250,False,False
Item 1491,Description for Item 1491,Office Supplies,Spare Parts,Non-Perishable,Liter,425.43,LKR,548.14,LKR,1178,191,811,False,False
Item 1492,Description for Item 1492,Office Supplies,Spare Parts,Digital,Liter,550.24,LKR,1252.08,LKR,1140,150,328,False,False
Item 1493,Description for Item 1493,Furniture,Consumables,Non-Perishable,Meter,267.6,EUR,615.23,LKR,939,145,536,True,True
Item 1494,Description for Item 1494,IT Equipment,Spare Parts,Digital,Liter,767.09,USD,1186.13,USD,1086,82,700,False,True
Item 1495,Description for Item 1495,Manufacturing Parts,Spare Parts,Non-Perishable,Piece,114.73,LKR,154.08,USD,1769,76,997,True,False
Item 1496,Description for Item 1496,Consumables,Spare Parts,Perishable,Meter,963.99,USD,1768.19,LKR,1635,188,1424,False,True
Item 1497,Description for Item 1497,Safety Equipment,Spare Parts,Perishable,Liter,202.87,USD,440.18,EUR,677,169,454,True,True
Item 1498,Description for Item 1498,Office Supplies,Spare Parts,Perishable,Kilogram,54.16,GBP,93.23,USD,1523,87,1030,False,False
Item 1499,Description for Item 1499,Safety Equipment,Consumables,Non-Perishable,Meter,50.11,LKR,93.24,EUR,1004,91,395,False,False
Item 1500,Description for Item 1500,Office Supplies,Consumables,Digital,Kilogram,450.7,GBP,923.62,USD,849,80,595,False,False
Item 1501,Description for Item 1501,Furniture,Consumables,Digital,Meter,264.31,USD,608.73,EUR,632,120,337,False,True
Item 1502,Description for Item 1502,Consumables,Consumables,Digital,Liter,653.03,USD,1062.2,LKR,897,162,275,False,False
Item 1503,Description for Item 1503,IT Equipment,Spare Parts,Non-Perishable,Meter,124.5,GBP,191.85,LKR,1797,70,1598,True,False
Item 1504,Description for Item 1504,Consumables,Spare Parts,Perishable,Liter,501.08,LKR,604.55,LKR,502,79,314,False,False
Item 1505,Description for Item 1505,IT Equipment,Spare Parts,Perishable,Kilogram,847.89,EUR,1973.83,LKR,1883,178,735,True,True
Item 1506,Description for Item 1506,Consumables,Spare Parts,Perishable,Piece,591.23,LKR,845.57,LKR,1390,89,1085,False,True
Item 1507,Description for Item 1507,Consumables,Consumables,Digital,Liter,391.08,GBP,942.65,USD,1746,199,830,True,True
Item 1508,Description for Item 1508,Consumables,Spare Parts,Non-Perishable,Kilogram,634.97,EUR,1582.09,USD,1140,126,475,True,True
Item 1509,Description for Item 1509,Consumables,Consumables,Perishable,Piece,871.96,USD,1941.83,EUR,1406,171,231,False,True
Item 1510,Description for Item 1510,Medical Supplies,Spare Parts,Non-Perishable,Kilogram,884.53,EUR,1806.84,USD,1085,60,257,True,False
Item 1511,Description for Item 1511,Safety Equipment,Consumables,Non-Perishable,Piece,51.82,GBP,74.48,USD,1574,65,217,True,True
Item 1512,Description for Item 1512,Safety Equipment,Consumables,Digital,Piece,166.91,USD,254.26,EUR,559,62,330,False,False
Item 1513,Description for Item 1513,Tools,Spare Parts,Digital,Meter,662.7,EUR,991.51,EUR,1109,82,143,False,True
Item 1514,Description for Item 1514,Manufacturing Parts,Consumables,Perishable,Piece,54.59,USD,133.4,LKR,781,98,540,False,False
Item 1515,Description for Item 1515,Medical Supplies,Consumables,Perishable,Liter,694.76,EUR,1517.69,LKR,1853,174,732,False,False
Item 1516,Description for Item 1516,Manufacturing Parts,Consumables,Digital,Liter,298.85,USD,597.18,USD,764,124,203,True,True
Item 1517,Description for Item 1517,Consumables,Consumables,Non-Perishable,Piece,879.32,GBP,1149.02,LKR,1702,198,689,False,True
Item 1518,Description for Item 1518,Manufacturing Parts,Spare Parts,Perishable,Liter,922.39,USD,1682.14,EUR,1218,125,508,False,True
Item 1519,Description for Item 1519,Medical Supplies,Spare Parts,Non-Perishable,Kilogram,960.84,GBP,1193.88,EUR,635,78,442,True,False
Item 1520,Description for Item 1520,Electronics,Spare Parts,Digital,Kilogram,760.12,USD,1242.52,EUR,1850,115,1573,False,False
Item 1521,Description for Item 1521,Laboratory Equipment,Consumables,Digital,Piece,852.41,LKR,1434.38,LKR,555,119,294,False,False
Item 1522,Description for Item 1522,IT Equipment,Spare Parts,Non-Perishable,Kilogram,441.19,USD,690.14,USD,1726,126,1011,False,False
Item 1523,Description for Item 1523,IT Equipment,Consumables,Non-Perishable,Kilogram,995.3,USD,2170.15,LKR,877,135,496,False,True
Item 1524,Description for Item 1524,Manufacturing Parts,Consumables,Non-Perishable,Meter,773.7,USD,1703.81,GBP,519,58,138,True,True
Item 1525,Description for Item 1525,Furniture,Consumables,Perishable,Piece,842.53,GBP,1139.54,USD,851,123,710,True,False
Item 1526,Description for Item 1526,Consumables,Consumables,Digital,Liter,38.21,EUR,84.03,GBP,1292,75,758,True,False
Item 1527,Description for Item 1527,Tools,Consumables,Digital,Piece,235.17,USD,402.08,GBP,741,161,239,True,False
Item 1528,Description for Item 1528,Laboratory Equipment,Consumables,Non-Perishable,Meter,943.46,EUR,1499.36,USD,975,119,818,False,True
Item 1529,Description for Item 1529,Tools,Spare Parts,Digital,Kilogram,445.19,GBP,718.19,GBP,1890,135,1197,False,True
Item 1530,Description for Item 1530,Manufacturing Parts,Consumables,Digital,Piece,548.7,LKR,1359.13,GBP,542,196,440,False,False
Item 1531,Description for Item 1531,Laboratory Equipment,Consumables,Non-Perishable,Liter,827.68,EUR,1290.6,GBP,1218,129,629,False,False
Item 1532,Description for Item 1532,Tools,Consumables,Non-Perishable,Liter,661.84,EUR,1330.2,LKR,1861,190,877,True,True
Item 1533,Description for Item 1533,Office Supplies,Consumables,Non-Perishable,Liter,928.4,EUR,1532.71,LKR,777,97,398,False,False
Item 1534,Description for Item 1534,Office Supplies,Consumables,Perishable,Meter,312.6,USD,450.9,LKR,1668,200,1152,False,False
Item 1535,Description for Item 1535,Electronics,Spare Parts,Digital,Kilogram,224.01,GBP,344.93,USD,504,128,297,True,True
Item 1536,Description for Item 1536,Tools,Spare Parts,Perishable,Kilogram,307.9,USD,651.04,LKR,1973,188,323,True,False
Item 1537,Description for Item 1537,Laboratory Equipment,Consumables,Perishable,Kilogram,779.44,LKR,1664.1,USD,853,54,83,True,True
Item 1538,Description for Item 1538,Furniture,Spare Parts,Non-Perishable,Kilogram,765.81,LKR,954.57,LKR,1926,178,998,False,False
Item 1539,Description for Item 1539,Consumables,Consumables,Digital,Kilogram,904.69,EUR,1907.87,EUR,919,110,759,True,False
Item 1540,Description for Item 1540,Consumables,Spare Parts,Non-Perishable,Kilogram,354.71,GBP,825.73,LKR,1328,161,622,False,True
Item 1541,Description for Item 1541,Consumables,Spare Parts,Non-Perishable,Piece,514.67,USD,1056.21,EUR,666,152,210,False,False
Item 1542,Description for Item 1542,Medical Supplies,Consumables,Perishable,Kilogram,144.53,USD,279.49,LKR,1552,130,806,False,True
Item 1543,Description for Item 1543,Consumables,Consumables,Non-Perishable,Meter,403.01,EUR,953.35,GBP,1509,194,794,False,False
Item 1544,Description for Item 1544,Medical Supplies,Consumables,Digital,Piece,647.18,EUR,859.21,USD,1063,193,553,True,True
Item 1545,Description for Item 1545,Tools,Consumables,Non-Perishable,Piece,248.73,EUR,552.58,GBP,1458,173,1167,False,True
Item 1546,Description for Item 1546,Safety Equipment,Spare Parts,Non-Perishable,Kilogram,219.53,USD,518.02,GBP,637,61,434,True,False
Item 1547,Description for Item 1547,Safety Equipment,Consumables,Non-Perishable,Liter,725.99,USD,1495.03,EUR,624,117,508,True,True
Item 1548,Description for Item 1548,Medical Supplies,Spare Parts,Perishable,Meter,346.95,LKR,767.49,LKR,1356,185,240,False,False
Item 1549,Description for Item 1549,IT Equipment,Spare Parts,Digital,Meter,676.68,USD,1052.4,EUR,1340,172,698,False,False
Item 1550,Description for Item 1550,Furniture,Spare Parts,Digital,Liter,909.08,GBP,1914.38,EUR,856,154,676,False,False
Item 1551,Description for Item 1551,Furniture,Consumables,Non-Perishable,Liter,666.95,EUR,1609.41,EUR,1539,149,444,False,False
Item 1552,Description for Item 1552,Office Supplies,Consumables,Perishable,Kilogram,943.72,GBP,1246.12,GBP,1657,200,922,True,True
Item 1553,Description for Item 1553,Office Supplies,Spare Parts,Non-Perishable,Piece,587.17,USD,1349.9,EUR,1824,90,1085,True,False
Item 1554,Description for Item 1554,Medical Supplies,Consumables,Perishable,Meter,174.76,LKR,394.43,GBP,602,120,407,True,False
Item 1555,Description for Item 1555,Office Supplies,Consumables,Perishable,Kilogram,183.38,EUR,234.68,LKR,578,90,100,False,False
Item 1556,Description for Item 1556,IT Equipment,Consumables,Digital,Piece,247.19,LKR,512.84,EUR,1482,54,970,False,False
Item 1557,Description for Item 1557,Electronics,Spare Parts,Non-Perishable,Meter,214.22,EUR,514.94,GBP,853,75,218,True,True
Item 1558,Description for Item 1558,Laboratory Equipment,Spare Parts,Non-Perishable,Piece,950.53,USD,1247.63,EUR,1898,181,341,False,False
Item 1559,Description for Item 1559,Electronics,Consumables,Digital,Piece,423.02,EUR,754.08,USD,825,170,357,True,False
Item 1560,Description for Item 1560,Tools,Consumables,Perishable,Liter,539.65,GBP,1000.82,USD,1094,51,772,True,True
Item 1561,Description for Item 1561,IT Equipment,Spare Parts,Perishable,Meter,819.52,USD,1268.37,EUR,788,99,240,False,False
Item 1562,Description for Item 1562,Manufacturing Parts,Consumables,Perishable,Piece,626.02,USD,841.37,LKR,617,79,275,False,True
Item 1563,Description for Item 1563,Safety Equipment,Consumables,Non-Perishable,Meter,100.98,EUR,177.49,USD,1420,146,893,False,True
Item 1564,Description for Item 1564,Laboratory Equipment,Consumables,Digital,Piece,979.86,GBP,1818.4,USD,1133,154,875,True,True
Item 1565,Description for Item 1565,Consumables,Consumables,Perishable,Kilogram,837.57,USD,1631.16,LKR,1556,148,658,False,True
Item 1566,Description for Item 1566,Manufacturing Parts,Consumables,Digital,Liter,819.34,GBP,1189.57,EUR,1732,137,1079,True,True
Item 1567,Description for Item 1567,Furniture,Consumables,Non-Perishable,Kilogram,53.58,USD,95.15,LKR,642,88,351,False,False
Item 1568,Description for Item 1568,Manufacturing Parts,Consumables,Perishable,Kilogram,889.18,USD,1496.95,LKR,1700,116,1281,False,False
Item 1569,Description for Item 1569,Tools,Spare Parts,Digital,Piece,353.82,GBP,833.0,GBP,537,51,304,True,True
Item 1570,Description for Item 1570,Office Supplies,Spare Parts,Perishable,Piece,253.43,GBP,601.85,USD,720,104,244,True,True
Item 1571,Description for Item 1571,Consumables,Consumables,Perishable,Liter,574.75,LKR,1104.13,LKR,1694,81,1250,False,True
Item 1572,Description for Item 1572,Safety Equipment,Consumables,Perishable,Piece,253.78,USD,429.2,EUR,1954,176,694,True,True
Item 1573,Description for Item 1573,Office Supplies,Consumables,Digital,Meter,148.06,LKR,269.69,GBP,1155,109,579,True,False
