name,asset_type_name,category_name,sub_category_name,asset_description,asset_details
Asset 01469,Current assets,Office Equipment,Routers,"Description for Asset 01469, Current assets in Office Equipment category","[{""details"": ""Standard configuration with all required components"", ""detailtype"": ""Configuration""}, {""details"": ""Extended warranty coverage included"", ""detailtype"": ""Installation""}, {""details"": ""Standard configuration with all required components"", ""detailtype"": ""Warranty Info""}]"
Asset 01470,Tangible assets,Vehicles,Switches,"Description for Asset 01470, Tangible assets in Vehicles category","[{""details"": ""Certified by manufacturer"", ""detailtype"": ""Warranty Info""}, {""details"": ""Extended warranty coverage included"", ""detailtype"": ""Warranty Info""}]"
Asset 01471,Operating assets,Software,Routers,"Description for Asset 01471, Operating assets in Software category","[{""details"": ""Licensed for enterprise use"", ""detailtype"": ""Installation""}]"
Asset 01472,Operating assets,Vehicles,Tablets,"Description for Asset 01472, Operating assets in Vehicles category","[{""details"": ""Compliant with industry standards"", ""detailtype"": ""Maintenance""}]"
Asset 01473,Tangible assets,Vehicles,Phones,"Description for Asset 01473, Tangible assets in Vehicles category","[{""details"": ""Compliant with industry standards"", ""detailtype"": ""Installation""}, {""details"": ""Certified by manufacturer"", ""detailtype"": ""Specification""}, {""details"": ""Extended warranty coverage included"", ""detailtype"": ""Warranty Info""}]"
Asset 01474,Operating assets,Electronics,Desktops,"Description for Asset 01474, Operating assets in Electronics category","[{""details"": ""Professional installation and setup completed"", ""detailtype"": ""Specification""}]"
Asset 01475,Non-operating assets,Office Equipment,Printers,"Description for Asset 01475, Non-operating assets in Office Equipment category","[{""details"": ""Compliant with industry standards"", ""detailtype"": ""Warranty Info""}, {""details"": ""Energy efficient model"", ""detailtype"": ""Installation""}, {""details"": ""Energy efficient model"", ""detailtype"": ""Installation""}]"
Asset 01476,Fixed assets,Office Equipment,Laptops,"Description for Asset 01476, Fixed assets in Office Equipment category","[{""details"": ""Professional installation and setup completed"", ""detailtype"": ""Installation""}]"
Asset 01477,Operating assets,Software,Laptops,"Description for Asset 01477, Operating assets in Software category","[{""details"": ""Compliant with industry standards"", ""detailtype"": ""Configuration""}, {""details"": ""Licensed for enterprise use"", ""detailtype"": ""Installation""}, {""details"": ""Regular maintenance schedule established"", ""detailtype"": ""Maintenance""}]"
Asset 01478,Operating assets,Network Equipment,Servers,"Description for Asset 01478, Operating assets in Network Equipment category","[{""details"": ""Compliant with industry standards"", ""detailtype"": ""License""}]"
Asset 01479,Intangible assets,Electronics,Switches,"Description for Asset 01479, Intangible assets in Electronics category","[{""details"": ""Certified by manufacturer"", ""detailtype"": ""Specification""}, {""details"": ""Licensed for enterprise use"", ""detailtype"": ""License""}, {""details"": ""Licensed for enterprise use"", ""detailtype"": ""Configuration""}]"
Asset 01480,Operating assets,Office Equipment,Servers,"Description for Asset 01480, Operating assets in Office Equipment category","[{""details"": ""Energy efficient model"", ""detailtype"": ""Configuration""}]"
Asset 01481,Intangible assets,Electronics,Printers,"Description for Asset 01481, Intangible assets in Electronics category","[{""details"": ""Regular maintenance schedule established"", ""detailtype"": ""License""}, {""details"": ""Certified by manufacturer"", ""detailtype"": ""Warranty Info""}]"
Asset 01482,Fixed assets,IT Equipment,Desktops,"Description for Asset 01482, Fixed assets in IT Equipment category","[{""details"": ""Professional installation and setup completed"", ""detailtype"": ""Specification""}]"
Asset 01483,Fixed assets,Vehicles,Tablets,"Description for Asset 01483, Fixed assets in Vehicles category","[{""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""License""}, {""details"": ""Compliant with industry standards"", ""detailtype"": ""Maintenance""}]"
Asset 01484,Operating assets,Software,Printers,"Description for Asset 01484, Operating assets in Software category","[{""details"": ""Compliant with industry standards"", ""detailtype"": ""Configuration""}, {""details"": ""Energy efficient model"", ""detailtype"": ""Configuration""}, {""details"": ""Licensed for enterprise use"", ""detailtype"": ""Warranty Info""}]"
Asset 01485,Operating assets,Electronics,Switches,"Description for Asset 01485, Operating assets in Electronics category","[{""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""License""}]"
Asset 01486,Non-operating assets,Network Equipment,Monitors,"Description for Asset 01486, Non-operating assets in Network Equipment category","[{""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""License""}, {""details"": ""Professional installation and setup completed"", ""detailtype"": ""Specification""}]"
Asset 01487,Intangible assets,Office Equipment,Laptops,"Description for Asset 01487, Intangible assets in Office Equipment category","[{""details"": ""Energy efficient model"", ""detailtype"": ""Specification""}]"
Asset 01488,Non-operating assets,Software,Laptops,"Description for Asset 01488, Non-operating assets in Software category","[{""details"": ""Certified by manufacturer"", ""detailtype"": ""Installation""}, {""details"": ""Compliant with industry standards"", ""detailtype"": ""Installation""}]"
Asset 01489,Operating assets,Tools,Tablets,"Description for Asset 01489, Operating assets in Tools category","[{""details"": ""Professional installation and setup completed"", ""detailtype"": ""Warranty Info""}, {""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""License""}]"
Asset 01490,Tangible assets,Network Equipment,Phones,"Description for Asset 01490, Tangible assets in Network Equipment category","[{""details"": ""Standard configuration with all required components"", ""detailtype"": ""Installation""}]"
Asset 01491,Intangible assets,Machinery,Tablets,"Description for Asset 01491, Intangible assets in Machinery category","[{""details"": ""Extended warranty coverage included"", ""detailtype"": ""License""}, {""details"": ""Optimized for performance"", ""detailtype"": ""Specification""}, {""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""Maintenance""}]"
Asset 01492,Current assets,Tools,Printers,"Description for Asset 01492, Current assets in Tools category","[{""details"": ""Professional installation and setup completed"", ""detailtype"": ""Maintenance""}]"
Asset 01493,Intangible assets,Vehicles,Monitors,"Description for Asset 01493, Intangible assets in Vehicles category","[{""details"": ""Regular maintenance schedule established"", ""detailtype"": ""Configuration""}, {""details"": ""Optimized for performance"", ""detailtype"": ""Maintenance""}, {""details"": ""Regular maintenance schedule established"", ""detailtype"": ""Specification""}]"
Asset 01494,Fixed assets,IT Equipment,Servers,"Description for Asset 01494, Fixed assets in IT Equipment category","[{""details"": ""Compliant with industry standards"", ""detailtype"": ""Specification""}, {""details"": ""Extended warranty coverage included"", ""detailtype"": ""Maintenance""}, {""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""License""}]"
Asset 01495,Fixed assets,Network Equipment,Phones,"Description for Asset 01495, Fixed assets in Network Equipment category","[{""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""License""}, {""details"": ""Standard configuration with all required components"", ""detailtype"": ""Warranty Info""}]"
Asset 01496,Non-operating assets,Electronics,Phones,"Description for Asset 01496, Non-operating assets in Electronics category","[{""details"": ""Licensed for enterprise use"", ""detailtype"": ""Maintenance""}, {""details"": ""Extended warranty coverage included"", ""detailtype"": ""Warranty Info""}, {""details"": ""Professional installation and setup completed"", ""detailtype"": ""Warranty Info""}]"
Asset 01497,Non-operating assets,IT Equipment,Routers,"Description for Asset 01497, Non-operating assets in IT Equipment category","[{""details"": ""Optimized for performance"", ""detailtype"": ""Maintenance""}, {""details"": ""Regular maintenance schedule established"", ""detailtype"": ""Maintenance""}]"
Asset 01498,Intangible assets,Electronics,Switches,"Description for Asset 01498, Intangible assets in Electronics category","[{""details"": ""Licensed for enterprise use"", ""detailtype"": ""Specification""}, {""details"": ""Standard configuration with all required components"", ""detailtype"": ""License""}, {""details"": ""Compatible with existing infrastructure"", ""detailtype"": ""Specification""}]"
Asset 01499,Intangible assets,Electronics,Tablets,"Description for Asset 01499, Intangible assets in Electronics category","[{""details"": ""Compliant with industry standards"", ""detailtype"": ""Specification""}, {""details"": ""Extended warranty coverage included"", ""detailtype"": ""Installation""}]"
Asset 01500,Intangible assets,Furniture,Printers,"Description for Asset 01500, Intangible assets in Furniture category","[{""details"": ""Optimized for performance"", ""detailtype"": ""Maintenance""}]"
Asset 01501,Intangible assets,Vehicles,Laptops,"Description for Asset 01501, Intangible assets in Vehicles category","[{""details"": ""Regular maintenance schedule established"", ""detailtype"": ""Specification""}]"
Asset 01502,Non-operating assets,IT Equipment,Printers,"Description for Asset 01502, Non-operating assets in IT Equipment category","[{""details"": ""Optimized for performance"", ""detailtype"": ""License""}]"
Asset 01503,Intangible assets,Vehicles,Monitors,"Description for Asset 01503, Intangible assets in Vehicles category","[{""details"": ""Standard configuration with all required components"", ""detailtype"": ""Installation""}, {""details"": ""Licensed for enterprise use"", ""detailtype"": ""License""}]"
Asset 01504,Non-operating assets,Electronics,Monitors,"Description for Asset 01504, Non-operating assets in Electronics category","[{""details"": ""Energy efficient model"", ""detailtype"": ""Warranty Info""}, {""details"": ""Professional installation and setup completed"", ""detailtype"": ""Maintenance""}, {""details"": ""Energy efficient model"", ""detailtype"": ""Warranty Info""}]"
