name,asset_category_name,description,is_active
Sub Category 1289,Category 89,Description for sub category 1289,1
Sub Category 1290,Category 90,Description for sub category 1290,1
Sub Category 1291,Category 91,Description for sub category 1291,1
Sub Category 1292,Category 92,Description for sub category 1292,1
Sub Category 1293,Category 93,Description for sub category 1293,1
Sub Category 1294,Category 94,Description for sub category 1294,1
Sub Category 1295,Category 95,Description for sub category 1295,1
Sub Category 1296,Category 96,Description for sub category 1296,1
Sub Category 1297,Category 97,Description for sub category 1297,1
Sub Category 1298,Category 98,Description for sub category 1298,1
Sub Category 1299,Category 99,Description for sub category 1299,1
Sub Category 1300,Category 100,Description for sub category 1300,1
Sub Category 1301,Category 1,Description for sub category 1301,1
Sub Category 1302,Category 2,Description for sub category 1302,1
Sub Category 1303,Category 3,Description for sub category 1303,1
Sub Category 1304,Category 4,Description for sub category 1304,1
Sub Category 1305,Category 5,Description for sub category 1305,1
Sub Category 1306,Category 6,Description for sub category 1306,1
Sub Category 1307,Category 7,Description for sub category 1307,1
Sub Category 1308,Category 8,Description for sub category 1308,1
Sub Category 1309,Category 9,Description for sub category 1309,1
Sub Category 1310,Category 10,Description for sub category 1310,1
Sub Category 1311,Category 11,Description for sub category 1311,1
Sub Category 1312,Category 12,Description for sub category 1312,1
Sub Category 1313,Category 13,Description for sub category 1313,1
Sub Category 1314,Category 14,Description for sub category 1314,1
Sub Category 1315,Category 15,Description for sub category 1315,1
Sub Category 1316,Category 16,Description for sub category 1316,1
Sub Category 1317,Category 17,Description for sub category 1317,1
Sub Category 1318,Category 18,Description for sub category 1318,1
Sub Category 1319,Category 19,Description for sub category 1319,1
Sub Category 1320,Category 20,Description for sub category 1320,1
Sub Category 1321,Category 21,Description for sub category 1321,1
Sub Category 1322,Category 22,Description for sub category 1322,1
Sub Category 1323,Category 23,Description for sub category 1323,1
Sub Category 1324,Category 24,Description for sub category 1324,1
Sub Category 1325,Category 25,Description for sub category 1325,1
Sub Category 1326,Category 26,Description for sub category 1326,1
Sub Category 1327,Category 27,Description for sub category 1327,1
Sub Category 1328,Category 28,Description for sub category 1328,1
Sub Category 1329,Category 29,Description for sub category 1329,1
Sub Category 1330,Category 30,Description for sub category 1330,1
Sub Category 1331,Category 31,Description for sub category 1331,1
Sub Category 1332,Category 32,Description for sub category 1332,1
Sub Category 1333,Category 33,Description for sub category 1333,1
Sub Category 1334,Category 34,Description for sub category 1334,1
Sub Category 1335,Category 35,Description for sub category 1335,1
Sub Category 1336,Category 36,Description for sub category 1336,1
Sub Category 1337,Category 37,Description for sub category 1337,1
Sub Category 1338,Category 38,Description for sub category 1338,1
Sub Category 1339,Category 39,Description for sub category 1339,1
Sub Category 1340,Category 40,Description for sub category 1340,1
Sub Category 1341,Category 41,Description for sub category 1341,1
Sub Category 1342,Category 42,Description for sub category 1342,1
Sub Category 1343,Category 43,Description for sub category 1343,1
Sub Category 1344,Category 44,Description for sub category 1344,1
Sub Category 1345,Category 45,Description for sub category 1345,1
Sub Category 1346,Category 46,Description for sub category 1346,1
Sub Category 1347,Category 47,Description for sub category 1347,1
Sub Category 1348,Category 48,Description for sub category 1348,1
Sub Category 1349,Category 49,Description for sub category 1349,1
Sub Category 1350,Category 50,Description for sub category 1350,1
Sub Category 1351,Category 51,Description for sub category 1351,1
Sub Category 1352,Category 52,Description for sub category 1352,1
Sub Category 1353,Category 53,Description for sub category 1353,1
Sub Category 1354,Category 54,Description for sub category 1354,1
Sub Category 1355,Category 55,Description for sub category 1355,1
Sub Category 1356,Category 56,Description for sub category 1356,1
Sub Category 1357,Category 57,Description for sub category 1357,1
Sub Category 1358,Category 58,Description for sub category 1358,1
Sub Category 1359,Category 59,Description for sub category 1359,1
Sub Category 1360,Category 60,Description for sub category 1360,1
Sub Category 1361,Category 61,Description for sub category 1361,1
Sub Category 1362,Category 62,Description for sub category 1362,1
Sub Category 1363,Category 63,Description for sub category 1363,1
Sub Category 1364,Category 64,Description for sub category 1364,1
Sub Category 1365,Category 65,Description for sub category 1365,1
Sub Category 1366,Category 66,Description for sub category 1366,1
Sub Category 1367,Category 67,Description for sub category 1367,1
Sub Category 1368,Category 68,Description for sub category 1368,1
Sub Category 1369,Category 69,Description for sub category 1369,1
Sub Category 1370,Category 70,Description for sub category 1370,1
Sub Category 1371,Category 71,Description for sub category 1371,1
Sub Category 1372,Category 72,Description for sub category 1372,1
Sub Category 1373,Category 73,Description for sub category 1373,1
Sub Category 1374,Category 74,Description for sub category 1374,1
Sub Category 1375,Category 75,Description for sub category 1375,1
Sub Category 1376,Category 76,Description for sub category 1376,1
Sub Category 1377,Category 77,Description for sub category 1377,1
Sub Category 1378,Category 78,Description for sub category 1378,1
Sub Category 1379,Category 79,Description for sub category 1379,1
Sub Category 1380,Category 80,Description for sub category 1380,1
Sub Category 1381,Category 81,Description for sub category 1381,1
Sub Category 1382,Category 82,Description for sub category 1382,1
Sub Category 1383,Category 83,Description for sub category 1383,1
Sub Category 1384,Category 84,Description for sub category 1384,1
Sub Category 1385,Category 85,Description for sub category 1385,1
Sub Category 1386,Category 86,Description for sub category 1386,1
Sub Category 1387,Category 87,Description for sub category 1387,1
Sub Category 1388,Category 88,Description for sub category 1388,1
Sub Category 1389,Category 89,Description for sub category 1389,1
Sub Category 1390,Category 90,Description for sub category 1390,1
Sub Category 1391,Category 91,Description for sub category 1391,1
Sub Category 1392,Category 92,Description for sub category 1392,1
Sub Category 1393,Category 93,Description for sub category 1393,1
Sub Category 1394,Category 94,Description for sub category 1394,1
Sub Category 1395,Category 95,Description for sub category 1395,1
Sub Category 1396,Category 96,Description for sub category 1396,1
Sub Category 1397,Category 97,Description for sub category 1397,1
Sub Category 1398,Category 98,Description for sub category 1398,1
Sub Category 1399,Category 99,Description for sub category 1399,1
Sub Category 1400,Category 100,Description for sub category 1400,1
Sub Category 1401,Category 1,Description for sub category 1401,1
Sub Category 1402,Category 2,Description for sub category 1402,1
Sub Category 1403,Category 3,Description for sub category 1403,1
Sub Category 1404,Category 4,Description for sub category 1404,1
Sub Category 1405,Category 5,Description for sub category 1405,1
Sub Category 1406,Category 6,Description for sub category 1406,1
Sub Category 1407,Category 7,Description for sub category 1407,1
Sub Category 1408,Category 8,Description for sub category 1408,1
Sub Category 1409,Category 9,Description for sub category 1409,1
Sub Category 1410,Category 10,Description for sub category 1410,1
Sub Category 1411,Category 11,Description for sub category 1411,1
